,Id,MSSubClass,MSZoning,LogLotFrontage,LogLotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,Log1stFlrSF,X2ndFlrSF,LowQualFinSF,LogGrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LogSalePrice,TotalSF,CostPerSF
1238,1238,60,RL,1.311994,2.243354,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,8,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,1.908312,1101,0,2.024795,0,0,2,1,4,1,Gd,8,Typ,1,2,BuiltIn,2004,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,None,None,None,0,9,2006,WD,Normal,2.499857,7.574558,100.1027
1239,1239,20,RL,1.421453,2.248997,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,7,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,1141,1141,GasA,Ex,Y,SBrkr,1.95156,0,0,1.95156,0,0,1,1,3,1,TA,6,Typ,0,None,Detchd,2005,Unf,2,484,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2006,WD,Abnorml,2.47377,7.03966,124.8904
1240,1240,20,RL,1.425247,2.209272,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,9,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32,Gd,TA,PConc,Gd,TA,Ex,GLQ,428,Unf,0,1048,1476,GasA,Ex,Y,SBrkr,1.988216,0,0,1.988216,0,0,2,0,2,1,Ex,6,Typ,1,2,Attchd,2006,RFn,2,472,TA,TA,Y,120,33,0,0,0,0,None,None,None,0,12,2007,WD,Normal,2.524998,7.302496,179.1779
1241,1241,60,RL,1.428968,2.197975,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,8,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252,Gd,TA,PConc,Gd,TA,TA,GLQ,550,Unf,0,334,884,GasA,Ex,Y,SBrkr,1.914634,884,0,2.011912,1,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,2003,RFn,2,543,TA,TA,Y,0,63,0,0,0,0,None,None,None,0,7,2008,WD,Normal,2.511501,7.477604,127.2059
1242,1242,20,RL,1.485877,2.218673,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,8,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0,Gd,TA,PConc,Gd,TA,Ex,Unf,0,Unf,0,1689,1689,GasA,Ex,Y,SBrkr,2.00578,0,0,2.00578,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2007,RFn,3,954,TA,TA,Y,0,56,0,0,0,0,None,None,None,0,6,2007,New,Partial,2.51951,7.431892,147.0266
1243,1243,85,RL,1.491251,2.226887,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,8,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81,TA,TA,CBlock,Gd,TA,Fa,GLQ,885,LwQ,168,0,1053,GasA,TA,Y,SBrkr,1.955481,0,0,1.955481,1,0,2,0,3,1,Gd,6,Typ,2,None,Attchd,1974,RFn,2,528,TA,TA,Y,0,120,0,0,0,0,None,MnPrv,None,0,1,2010,WD,Family,2.48853,7.06732,144.9275
1245,1245,70,RL,1.443172,2.234781,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,9,1950,Gable,CompShg,BrkFace,Stucco,None,0,TA,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,792,792,GasA,Fa,Y,SBrkr,1.898303,725,0,1.991224,0,0,1,0,3,1,Gd,7,Typ,2,2,Detchd,1931,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2006,WD,Normal,2.513319,7.32449,151.615
1246,1246,80,RL,1.471717,2.240724,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,7,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74,TA,TA,CBlock,Gd,TA,TA,Unf,0,Unf,0,585,585,GasA,Ex,Y,SBrkr,1.951435,728,0,2.019243,0,0,3,1,3,1,TA,7,Typ,1,None,BuiltIn,1984,Fin,2,477,TA,TA,Y,268,112,0,0,147,0,None,None,None,0,1,2007,WD,Abnorml,2.492341,7.532624,95.28908
1247,1247,60,FV,1.428968,2.197525,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,8,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,756,756,GasA,Ex,Y,SBrkr,1.891309,797,0,1.994421,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2005,RFn,2,615,TA,TA,Y,0,45,0,0,0,0,None,None,None,0,3,2006,New,Partial,2.496192,7.347944,120.0901
1248,1248,80,RL,1.443172,2.242796,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,7,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335,TA,TA,CBlock,TA,TA,Ex,GLQ,539,Unf,0,473,1012,GasA,TA,Y,SBrkr,1.937473,0,0,1.937473,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1976,Unf,3,888,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2010,WD,Normal,2.488481,6.94119,164.3133
1249,1249,75,RM,1.409607,2.215885,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,7,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,Gd,TA,TA,Rec,319,Unf,0,416,735,OthW,Fa,N,SBrkr,1.950685,924,0,2.032021,0,0,1,1,3,1,TA,8,Typ,1,2,Detchd,1950,Unf,2,396,Fa,Fa,P,0,0,259,0,0,0,None,None,None,0,4,2008,WD,Normal,2.465676,7.62949,62.92517
1250,1250,20,RL,1.409607,2.184008,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,6,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,TA,BLQ,534,Rec,96,246,876,GasA,TA,Y,SBrkr,1.930896,0,0,1.930896,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1950,Unf,1,276,TA,TA,Y,0,80,0,0,0,0,None,None,None,0,5,2007,WD,Normal,2.458467,6.895683,120.4453
1251,1251,20,RL,1.511296,2.232172,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,8,1968,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,CBlock,TA,TA,TA,ALQ,1065,Unf,0,1045,2110,GasA,Ex,Y,SBrkr,2.035286,0,0,2.035286,1,0,2,1,3,1,Ex,8,Typ,2,None,Attchd,1968,Fin,2,522,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,2.518093,7.654443,115.6398
1252,1252,120,RL,1.443172,2.085759,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,8,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163,Gd,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,1405,1405,GasA,Ex,Y,SBrkr,1.980697,0,0,1.980697,0,0,2,0,2,1,Gd,6,Typ,1,2,Attchd,2003,RFn,2,478,TA,TA,Y,148,36,0,0,0,0,None,None,None,0,3,2006,WD,Normal,2.48938,7.247793,122.242
1253,1253,20,RL,1.417583,2.218773,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,6,1968,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,TA,BLQ,510,Unf,0,354,864,GasA,TA,Y,SBrkr,1.912956,0,0,1.912956,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1968,RFn,1,288,TA,TA,Y,33,0,0,0,0,0,None,GdWo,Shed,600,11,2009,WD,Normal,2.466003,6.77308,148.7414
1254,1254,60,RL,1.443172,2.279557,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,8,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,TA,Fa,LwQ,125,ALQ,1031,36,1192,GasA,TA,Y,SBrkr,1.991133,651,0,2.038763,1,0,2,1,3,1,Gd,9,Typ,2,2,Attchd,1974,RFn,2,518,TA,TA,Y,220,47,0,0,0,0,None,MnPrv,None,0,7,2007,WD,Normal,2.533009,7.681099,135.6714
1255,1255,60,RL,1.409607,2.179712,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,8,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92,Gd,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,746,746,GasA,Ex,Y,SBrkr,1.892105,896,0,2.003122,0,0,2,1,3,1,Gd,7,Typ,1,2,BuiltIn,2003,Fin,2,397,TA,TA,Y,178,128,0,0,0,0,None,None,None,0,7,2008,WD,Normal,2.486249,7.41216,99.87923
1256,1256,50,RM,1.37403,2.167765,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,7,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Ex,TA,LwQ,425,Unf,0,459,884,GasA,TA,Y,FuseA,1.926566,408,0,1.976907,0,0,1,0,3,1,TA,6,Typ,1,2,Detchd,1978,Unf,1,560,TA,TA,Y,0,0,0,0,120,0,None,None,None,0,11,2007,WD,Normal,2.464353,7.220374,93.26993
1257,1257,20,RL,1.506488,2.258448,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,9,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554,Gd,TA,PConc,Gd,TA,Fa,GLQ,1314,Unf,0,672,1986,GasA,Ex,Y,SBrkr,2.027409,0,0,2.027409,1,0,2,0,2,1,Gd,7,Typ,1,None,Attchd,1994,Fin,2,691,TA,TA,Y,262,36,0,0,0,0,None,None,None,0,8,2008,WD,Normal,2.535007,7.594381,151.7363
1258,1258,30,RL,1.392612,2.117332,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,6,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,Fa,TA,TA,Unf,0,Unf,0,864,864,GasA,Ex,Y,SBrkr,1.911256,0,0,1.911256,0,0,1,0,2,1,TA,4,Typ,0,None,None,0,None,0,0,None,None,Y,0,96,0,0,0,0,None,None,None,0,7,2009,WD,Normal,2.443383,6.761573,115.625
1259,1259,80,RL,1.405493,2.215737,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,8,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182,Gd,TA,PConc,Gd,TA,Fa,GLQ,655,Unf,0,201,856,GasA,Ex,Y,SBrkr,1.954634,0,0,1.954634,1,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2005,Fin,2,400,TA,TA,Y,212,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,2.497722,7.061334,162.9503
1260,1260,20,RL,1.428968,2.217574,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,7,1969,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,TA,ALQ,602,LwQ,438,14,1054,GasA,Gd,Y,SBrkr,1.940229,0,0,1.940229,1,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1969,Unf,2,460,TA,TA,Y,180,0,0,0,80,0,None,None,None,0,7,2008,WD,Normal,2.47864,6.960348,143.2638
1261,1261,60,RL,1.443172,2.313904,Pave,None,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,7,1999,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,841,841,GasA,Ex,Y,SBrkr,1.915961,783,0,2.00466,0,0,2,1,3,1,TA,7,Typ,1,None,BuiltIn,1999,Fin,2,502,TA,TA,Y,0,103,0,0,0,0,None,None,None,0,6,2009,WD,Normal,2.493722,7.423568,108.0597
1262,1262,20,RL,1.477511,2.215885,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,6,1956,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,TA,Rec,504,Unf,0,546,1050,GasA,Gd,Y,SBrkr,1.939683,0,0,1.939683,0,0,1,0,2,1,TA,5,Typ,0,None,Attchd,1956,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD,Normal,2.465281,6.956545,122.7619
1263,1263,50,RL,1.443172,2.233034,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,5,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Ex,Unf,0,Unf,0,1104,1104,GasA,Ex,Y,FuseA,1.946866,684,0,2.013416,1,0,1,0,5,1,TA,8,Min2,2,None,Attchd,1957,Unf,1,304,TA,TA,Y,120,0,0,0,0,0,None,None,None,0,11,2009,WD,Normal,2.484261,7.488853,90.32438
1264,1264,70,RL,1.409607,2.252507,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,7,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,TA,Unf,0,Unf,0,764,764,GasA,Ex,Y,FuseA,1.941045,764,0,2.016074,0,0,1,0,3,1,TA,8,Typ,1,2,Detchd,1940,Unf,2,520,TA,TA,N,0,0,126,0,0,0,None,GdPrv,None,0,7,2007,WD,Normal,2.493494,7.508787,98.95833
1265,1265,120,RH,1.260266,2.117332,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,7,1999,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,TA,GLQ,266,Unf,0,1139,1405,GasA,Ex,Y,SBrkr,1.973829,0,0,1.973829,1,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,1998,Fin,2,511,TA,TA,Y,144,68,0,0,0,0,None,None,None,0,8,2008,COD,Abnorml,2.493722,7.198184,135.3777
1266,1266,160,FV,1.268453,2.107239,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,8,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218,Gd,TA,PConc,Gd,TA,TA,GLQ,450,Unf,0,241,691,GasA,Ex,Y,SBrkr,1.882435,739,0,1.985227,1,0,2,1,3,1,Gd,6,Typ,0,None,Detchd,1999,Unf,2,506,TA,TA,Y,0,34,0,0,0,0,None,None,None,0,3,2006,WD,Normal,2.495034,7.280697,126.6529
1267,1267,190,RM,1.409607,2.221621,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,8,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,TA,TA,TA,Unf,0,Unf,0,925,925,GasA,TA,N,FuseF,1.927323,925,0,2.020726,0,0,1,1,4,2,TA,9,Typ,1,2,Detchd,1960,Unf,1,308,TA,TA,N,0,0,264,0,0,0,None,MnPrv,None,0,1,2007,WD,Normal,2.460595,7.543803,64.58444
1268,1268,20,RL,1.501549,2.250137,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,10,2009,Hip,CompShg,Stucco,CmentBd,None,0,Ex,TA,PConc,Ex,TA,Fa,Unf,0,Unf,0,2002,2002,GasA,Ex,Y,SBrkr,2.029445,0,0,2.029445,0,0,2,0,3,1,Ex,10,Typ,1,2,Attchd,2009,Fin,3,746,TA,TA,Y,144,76,0,0,0,0,None,None,None,0,5,2010,WD,Normal,2.552875,7.609862,187.5619
1269,1269,50,RL,1.443172,2.256953,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,9,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632,TA,Gd,CBlock,TA,TA,Gd,Rec,192,Unf,0,536,728,GasA,Ex,Y,SBrkr,2.026143,1479,0,2.097436,0,0,3,1,4,1,Gd,11,Typ,2,2,BuiltIn,1982,Unf,3,1014,TA,TA,Y,314,12,0,0,0,0,None,GdWo,None,0,5,2008,WD,Normal,2.553387,8.14526,110.5309
1270,1270,50,RL,1.471717,2.233925,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,6,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180,TA,TA,CBlock,TA,TA,TA,BLQ,460,Unf,0,414,874,GasW,TA,Y,FuseA,1.912956,650,0,1.991852,0,0,1,1,3,1,TA,7,Typ,0,None,Attchd,1958,Unf,1,315,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,7,2007,WD,Normal,2.474652,7.329094,94.48819
1271,1271,40,RL,1.443172,2.309441,Pave,None,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,8,1979,Shed,WdShake,Plywood,Plywood,None,0,Gd,TA,PConc,Gd,TA,Fa,GLQ,1258,Unf,0,74,1332,GasA,TA,Y,SBrkr,1.973308,192,0,1.991852,2,0,0,1,0,1,Gd,4,Typ,1,None,Attchd,1979,Fin,2,586,TA,TA,Y,268,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,2.5232,7.329094,170.6037
1272,1272,20,RL,1.443172,2.210707,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,7,1968,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,TA,Unf,0,Unf,0,1489,1489,GasA,Gd,Y,SBrkr,1.988677,0,0,1.988677,0,0,2,0,3,1,Gd,7,Typ,1,2,Attchd,1968,RFn,2,462,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2009,WD,Normal,2.49586,7.30586,124.7482
1273,1273,20,RL,1.443172,2.252593,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,6,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114,TA,TA,CBlock,TA,TA,TA,BLQ,560,LwQ,375,0,935,GasA,TA,Y,SBrkr,1.922868,0,0,1.922868,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1965,Unf,1,288,TA,TA,Y,180,0,0,0,0,0,None,MnPrv,None,0,11,2006,WD,Normal,2.470447,6.840547,146.5241
1274,1274,80,RL,1.572832,2.235499,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,7,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84,TA,TA,CBlock,TA,TA,Ex,ALQ,719,Unf,0,300,1019,GasA,Gd,Y,SBrkr,1.975889,0,0,1.975889,1,0,1,0,2,1,Ex,5,Typ,1,2,Basment,1959,RFn,1,312,TA,TA,Y,0,0,0,0,163,0,None,GdPrv,None,0,5,2008,WD,Normal,2.491874,7.213032,130.4348
1275,1275,50,RL,1.37884,2.15026,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,6,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,TA,TA,TA,Unf,0,Unf,0,661,661,GasA,Ex,Y,SBrkr,1.870841,589,0,1.964437,0,0,2,0,3,1,TA,8,Typ,1,2,Detchd,1985,Unf,2,552,TA,TA,Y,242,0,81,0,0,0,None,None,None,0,11,2007,WD,Normal,2.471672,7.130899,111.2
1276,1276,90,RL,1.515979,2.233935,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,6,1950,Gable,Roll,AsbShng,AsbShng,Stone,567,TA,TA,CBlock,TA,TA,TA,Rec,220,Unf,0,708,928,GasA,Gd,Y,FuseA,1.921768,992,0,2.022882,0,0,2,0,4,2,TA,10,Typ,0,None,Detchd,1948,Unf,2,400,TA,Fa,Y,0,0,0,0,0,0,None,None,None,0,7,2007,WD,Normal,2.470447,7.56008,71.35417
1277,1277,60,RL,1.443172,2.247893,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,7,1972,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,Fa,TA,BLQ,593,Unf,0,130,723,GasA,TA,Y,SBrkr,1.88705,660,0,1.979711,0,1,1,1,3,1,TA,6,Typ,1,None,Attchd,1972,Unf,2,497,TA,TA,Y,294,116,0,0,0,0,None,None,None,0,12,2009,WD,Normal,2.484519,7.24065,116.129
1278,1278,80,RL,1.443172,2.281457,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,7,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359,TA,TA,CBlock,Gd,TA,Ex,ALQ,528,Unf,0,1152,1680,GasA,Fa,Y,SBrkr,2.008536,0,0,2.008536,1,0,1,1,3,1,TA,7,Typ,1,2,Attchd,1967,RFn,2,480,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD,Normal,2.501068,7.452402,114.7912
1280,1280,50,C (all),1.409607,2.188594,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,5,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,TA,Unf,0,Unf,0,698,698,GasA,TA,Y,FuseA,1.879193,430,0,1.949931,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1980,RFn,2,528,TA,TA,Y,30,0,164,0,0,0,None,None,None,0,4,2010,COD,Abnorml,2.409925,7.028201,60.6383
1281,1281,20,RL,1.436201,2.21822,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,8,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110,Gd,TA,PConc,Gd,TA,TA,GLQ,788,Unf,0,785,1573,GasA,Ex,Y,SBrkr,1.99616,0,0,1.99616,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2002,RFn,2,544,TA,TA,Y,0,72,0,0,0,0,None,None,None,0,3,2009,WD,Normal,2.512255,7.36074,144.3102
1282,1282,20,RL,1.364055,2.19648,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,8,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54,TA,TA,CBlock,Gd,TA,TA,ALQ,1053,Unf,0,256,1309,GasA,TA,Y,SBrkr,1.974036,0,0,1.974036,1,0,2,0,2,1,TA,6,Typ,1,None,Attchd,1990,Fin,2,484,Gd,Gd,Y,0,58,0,0,90,0,None,None,None,0,7,2006,WD,Normal,2.493264,7.199678,134.4287
1283,1283,20,RL,1.413636,2.20635,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,6,2008,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Gd,LwQ,532,Rec,144,364,1040,GasA,TA,Y,SBrkr,1.938306,0,0,1.938306,0,0,2,0,3,1,Gd,5,Typ,0,None,Detchd,1977,Unf,2,484,TA,TA,Y,0,0,0,0,288,0,None,None,None,0,9,2009,WD,Normal,2.478362,6.946976,144.7115
1284,1284,90,RL,1.513652,2.213586,Pave,None,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,7,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0,TA,TA,CBlock,TA,TA,Ex,Unf,0,Unf,0,912,912,GasA,TA,Y,SBrkr,1.91922,912,0,2.016074,0,0,2,2,4,2,TA,8,Typ,0,None,None,0,None,0,0,None,None,Y,128,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,2.471672,7.508787,76.20614
1285,1285,50,RL,1.364055,2.216316,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,7,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,TA,TA,TA,Unf,0,Unf,0,804,804,GasA,Ex,Y,SBrkr,2.006574,748,0,2.054459,0,0,2,0,4,1,Gd,10,Min2,1,2,Detchd,1969,Unf,1,336,TA,TA,Y,272,0,42,0,116,0,None,None,None,0,3,2010,WD,Normal,2.48804,7.802618,69.06416
1286,1286,50,RM,1.364055,2.163267,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,7,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,CBlock,TA,TA,TA,Unf,0,Unf,0,780,780,GasA,Ex,Y,FuseF,1.904401,587,0,1.981382,0,0,1,0,4,1,TA,6,Typ,1,2,Detchd,1939,Unf,1,280,TA,TA,Y,45,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,2.46762,7.252762,93.83853
1287,1287,20,RL,1.443172,2.21802,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,7,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451,TA,TA,CBlock,TA,TA,TA,ALQ,569,Rec,81,678,1328,GasA,TA,Y,SBrkr,1.97289,0,0,1.97289,1,0,1,1,3,1,TA,6,Typ,2,2,Attchd,1963,Unf,2,528,TA,TA,Y,0,26,0,0,0,0,None,None,None,0,6,2010,WD,Normal,2.474065,7.191429,107.6807
